,Year,Leading Cause,Sex,Race Ethnicity,Deaths,Death Rate,Age Adjusted Death Rate
478,2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,White Non-Hispanic,5351.0,374.2,189.2
479,2010,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,White Non-Hispanic,182.0,13.6,12.3
480,2010,Malignant Neoplasms (Cancer: C00-C97),M,Hispanic,1057.0,92.5,150.0
481,2010,Cerebrovascular Disease (Stroke: I60-I69),M,Other Race/ Ethnicity,448.1613445378151,53.54813559322028,52.78361581920898
482,2010,Diabetes Mellitus (E10-E14),M,White Non-Hispanic,245.0,18.3,15.6
483,2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Other Race/ Ethnicity,52.0,53.54813559322028,52.78361581920898
484,2010,Cerebrovascular Disease (Stroke: I60-I69),F,White Non-Hispanic,382.0,26.7,14.1
485,2010,Chronic Lower Respiratory Diseases (J40-J47),F,Hispanic,156.0,12.8,15.4
486,2010,Diabetes Mellitus (E10-E14),F,Not Stated/Unknown,5.0,53.54813559322028,52.78361581920898
487,2010,Malignant Neoplasms (Cancer: C00-C97),F,Hispanic,1045.0,85.9,98.5
488,2010,Cerebrovascular Disease (Stroke: I60-I69),M,Asian and Pacific Islander,83.0,15.9,21.3
489,2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Black Non-Hispanic,2015.0,236.7,307.7
490,2010,Insitu or Benign / Uncertain Neoplasms (D00-D48),F,Not Stated/Unknown,448.1613445378151,53.54813559322028,52.78361581920898
491,2010,Influenza (Flu) and Pneumonia (J09-J18),F,White Non-Hispanic,707.0,49.4,24.8
492,2010,"Essential Hypertension and Renal Diseases (I10, I12)",F,Not Stated/Unknown,5.0,53.54813559322028,52.78361581920898
493,2010,"Essential Hypertension and Renal Diseases (I10, I12)",F,Other Race/ Ethnicity,448.1613445378151,53.54813559322028,52.78361581920898
494,2010,Malignant Neoplasms (Cancer: C00-C97),M,White Non-Hispanic,3408.0,254.1,216.6
495,2010,"Essential Hypertension and Renal Diseases (I10, I12)",M,Black Non-Hispanic,178.0,20.9,27.7
496,2010,"Assault (Homicide: Y87.1, X85-Y09)",M,Black Non-Hispanic,299.0,35.1,35.5
497,2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Not Stated/Unknown,70.0,53.54813559322028,52.78361581920898
498,2010,Diabetes Mellitus (E10-E14),F,Other Race/ Ethnicity,7.0,53.54813559322028,52.78361581920898
499,2010,All Other Causes,M,Other Race/ Ethnicity,25.0,53.54813559322028,52.78361581920898
500,2010,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Hispanic,132.0,11.6,13.9
501,2010,All Other Causes,F,Asian and Pacific Islander,238.0,42.3,51.6
502,2010,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,White Non-Hispanic,163.0,11.4,7.8
503,2010,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Black Non-Hispanic,147.0,17.3,18.3
504,2010,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,Asian and Pacific Islander,25.0,4.4,5.1
505,2010,Chronic Lower Respiratory Diseases (J40-J47),M,White Non-Hispanic,388.0,28.9,24.2
506,2010,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",F,Other Race/ Ethnicity,448.1613445378151,53.54813559322028,52.78361581920898
507,2010,Cerebrovascular Disease (Stroke: I60-I69),M,Not Stated/Unknown,448.1613445378151,53.54813559322028,52.78361581920898
508,2010,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Not Stated/Unknown,6.0,53.54813559322028,52.78361581920898
509,2010,All Other Causes,M,Hispanic,1167.0,102.1,150.0
510,2010,All Other Causes,F,White Non-Hispanic,2140.0,149.7,93.9
511,2010,Viral Hepatitis (B15-B19),F,Not Stated/Unknown,448.1613445378151,53.54813559322028,52.78361581920898
512,2010,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,Asian and Pacific Islander,46.0,8.8,8.7
513,2010,Certain Conditions originating in the Perinatal Period (P00-P96),F,Asian and Pacific Islander,18.0,3.2,4.0
514,2010,Human Immunodeficiency Virus Disease (HIV: B20-B24),M,Not Stated/Unknown,8.0,53.54813559322028,52.78361581920898
515,2010,Chronic Lower Respiratory Diseases (J40-J47),F,Black Non-Hispanic,206.0,19.6,17.7
516,2010,"Chronic Liver Disease and Cirrhosis (K70, K73)",M,Hispanic,150.0,13.1,17.6
517,2010,Chronic Lower Respiratory Diseases (J40-J47),F,White Non-Hispanic,501.0,35.0,20.7
518,2010,Influenza (Flu) and Pneumonia (J09-J18),M,Black Non-Hispanic,201.0,23.6,31.8
519,2010,Malignant Neoplasms (Cancer: C00-C97),M,Black Non-Hispanic,1540.0,180.9,224.1
520,2010,"Essential Hypertension and Renal Diseases (I10, I12)",M,White Non-Hispanic,153.0,11.4,9.4
521,2010,Influenza (Flu) and Pneumonia (J09-J18),M,White Non-Hispanic,614.0,45.8,37.6
522,2010,All Other Causes,F,Black Non-Hispanic,1326.0,126.5,117.4
523,2010,Cerebrovascular Disease (Stroke: I60-I69),M,White Non-Hispanic,276.0,20.6,17.2
524,2010,Cerebrovascular Disease (Stroke: I60-I69),F,Black Non-Hispanic,259.0,24.7,22.2
525,2010,Cerebrovascular Disease (Stroke: I60-I69),F,Other Race/ Ethnicity,448.1613445378151,53.54813559322028,52.78361581920898
526,2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Hispanic,1354.0,118.5,215.5
527,2010,Chronic Lower Respiratory Diseases (J40-J47),F,Asian and Pacific Islander,28.0,5.0,6.7
528,2010,Influenza (Flu) and Pneumonia (J09-J18),M,Asian and Pacific Islander,108.0,20.7,31.7
529,2010,Influenza (Flu) and Pneumonia (J09-J18),F,Asian and Pacific Islander,74.0,13.2,16.9
530,2010,Septicemia (A40-A41),F,Not Stated/Unknown,448.1613445378151,53.54813559322028,52.78361581920898
531,2010,Chronic Lower Respiratory Diseases (J40-J47),M,Asian and Pacific Islander,61.0,11.7,17.8
532,2010,Diabetes Mellitus (E10-E14),F,White Non-Hispanic,258.0,18.0,11.1
533,2010,All Other Causes,M,Not Stated/Unknown,32.0,53.54813559322028,52.78361581920898
534,2010,Diabetes Mellitus (E10-E14),M,Not Stated/Unknown,7.0,53.54813559322028,52.78361581920898
535,2010,Diabetes Mellitus (E10-E14),M,Hispanic,187.0,16.4,27.3
536,2010,Chronic Lower Respiratory Diseases (J40-J47),M,Not Stated/Unknown,12.0,53.54813559322028,52.78361581920898
537,2010,Certain Conditions originating in the Perinatal Period (P00-P96),F,Not Stated/Unknown,5.0,53.54813559322028,52.78361581920898
538,2010,Human Immunodeficiency Virus Disease (HIV: B20-B24),F,Hispanic,79.0,6.5,6.5
539,2010,Influenza (Flu) and Pneumonia (J09-J18),F,Hispanic,228.0,18.7,23.1
540,2010,"Essential Hypertension and Renal Diseases (I10, I12)",F,Hispanic,95.0,7.8,9.5
541,2010,Influenza (Flu) and Pneumonia (J09-J18),M,Hispanic,235.0,20.6,38.9
542,2010,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Hispanic,138.0,12.1,12.9
543,2010,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,White Non-Hispanic,211.0,15.7,14.5
544,2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Asian and Pacific Islander,478.0,91.8,130.0
545,2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Hispanic,1316.0,108.1,133.2
546,2010,Influenza (Flu) and Pneumonia (J09-J18),F,Other Race/ Ethnicity,448.1613445378151,53.54813559322028,52.78361581920898
547,2010,Cerebrovascular Disease (Stroke: I60-I69),M,Hispanic,140.0,12.3,21.4
548,2010,Atherosclerosis (I70),F,Not Stated/Unknown,448.1613445378151,53.54813559322028,52.78361581920898
549,2010,Human Immunodeficiency Virus Disease (HIV: B20-B24),M,Hispanic,189.0,16.5,18.4
550,2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Asian and Pacific Islander,452.0,85.5,117.8
551,2011,"Essential Hypertension and Renal Diseases (I10, I12)",F,Other Race/ Ethnicity,448.1613445378151,53.54813559322028,52.78361581920898
552,2011,Diabetes Mellitus (E10-E14),M,Hispanic,200.0,17.3,29.2
553,2011,Diabetes Mellitus (E10-E14),M,Black Non-Hispanic,307.0,36.0,43.9
554,2011,All Other Causes,M,Not Stated/Unknown,38.0,53.54813559322028,52.78361581920898
555,2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Black Non-Hispanic,2243.0,214.3,186.7
556,2011,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",F,Black Non-Hispanic,83.0,7.9,6.9
557,2011,All Other Causes,M,Other Race/ Ethnicity,27.0,53.54813559322028,52.78361581920898
558,2011,Malignant Neoplasms (Cancer: C00-C97),F,White Non-Hispanic,3371.0,238.0,161.1
559,2011,Certain Conditions originating in the Perinatal Period (P00-P96),M,Not Stated/Unknown,10.0,53.54813559322028,52.78361581920898
560,2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Asian and Pacific Islander,402.0,70.5,86.1
561,2011,Malignant Neoplasms (Cancer: C00-C97),F,Black Non-Hispanic,1918.0,183.2,163.3
562,2011,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",F,White Non-Hispanic,88.0,6.2,6.1
563,2011,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,White Non-Hispanic,254.0,19.0,17.3
564,2011,Human Immunodeficiency Virus Disease (HIV: B20-B24),F,Black Non-Hispanic,144.0,13.8,12.4
565,2011,"Essential Hypertension and Renal Diseases (I10, I12)",F,Asian and Pacific Islander,46.0,8.1,10.2
566,2011,"Congenital Malformations, Deformations, and Chromosomal Abnormalities (Q00-Q99)",M,Not Stated/Unknown,448.1613445378151,53.54813559322028,52.78361581920898
567,2011,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",F,Hispanic,56.0,4.6,4.5
568,2011,Viral Hepatitis (B15-B19),M,Not Stated/Unknown,448.1613445378151,53.54813559322028,52.78361581920898
569,2011,"Essential Hypertension and Renal Diseases (I10, I12)",M,Black Non-Hispanic,154.0,18.1,21.7
570,2011,Influenza (Flu) and Pneumonia (J09-J18),M,Asian and Pacific Islander,94.0,17.8,28.7
571,2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Black Non-Hispanic,1840.0,215.7,268.3
572,2011,Alzheimer's Disease (G30),F,Asian and Pacific Islander,24.0,4.2,5.4
573,2011,Human Immunodeficiency Virus Disease (HIV: B20-B24),M,Hispanic,162.0,14.1,16.2
574,2011,Alzheimer's Disease (G30),F,Hispanic,90.0,7.3,9.1
575,2011,Cerebrovascular Disease (Stroke: I60-I69),M,Hispanic,147.0,12.8,20.9
576,2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Other Race/ Ethnicity,42.0,53.54813559322028,52.78361581920898
577,2011,Chronic Lower Respiratory Diseases (J40-J47),M,White Non-Hispanic,444.0,33.3,27.8
578,2011,Diabetes Mellitus (E10-E14),F,White Non-Hispanic,253.0,17.9,11.1
579,2011,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,White Non-Hispanic,184.0,13.0,8.2
580,2011,Alzheimer's Disease (G30),F,Not Stated/Unknown,448.1613445378151,53.54813559322028,52.78361581920898
581,2011,Cerebrovascular Disease (Stroke: I60-I69),F,Black Non-Hispanic,281.0,26.8,23.6
582,2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Hispanic,1348.0,110.0,131.8
583,2011,Chronic Lower Respiratory Diseases (J40-J47),F,Other Race/ Ethnicity,448.1613445378151,53.54813559322028,52.78361581920898
584,2011,"Essential Hypertension and Renal Diseases (I10, I12)",M,Not Stated/Unknown,448.1613445378151,53.54813559322028,52.78361581920898
585,2011,"Essential Hypertension and Renal Diseases (I10, I12)",F,Not Stated/Unknown,448.1613445378151,53.54813559322028,52.78361581920898
586,2011,All Other Causes,M,Hispanic,1207.0,104.7,151.1
587,2011,Human Immunodeficiency Virus Disease (HIV: B20-B24),M,Black Non-Hispanic,277.0,32.5,31.8
588,2011,Diabetes Mellitus (E10-E14),M,White Non-Hispanic,258.0,19.3,16.3
589,2011,Malignant Neoplasms (Cancer: C00-C97),M,Asian and Pacific Islander,550.0,104.1,130.4
590,2011,Chronic Lower Respiratory Diseases (J40-J47),F,White Non-Hispanic,510.0,36.0,21.0
591,2011,Certain Conditions originating in the Perinatal Period (P00-P96),M,Asian and Pacific Islander,19.0,3.6,4.2
592,2011,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",F,Not Stated/Unknown,448.1613445378151,53.54813559322028,52.78361581920898
593,2011,Influenza (Flu) and Pneumonia (J09-J18),F,Other Race/ Ethnicity,6.0,53.54813559322028,52.78361581920898
594,2011,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",F,Not Stated/Unknown,448.1613445378151,53.54813559322028,52.78361581920898
595,2011,Influenza (Flu) and Pneumonia (J09-J18),F,Black Non-Hispanic,273.0,26.1,22.8
596,2011,Influenza (Flu) and Pneumonia (J09-J18),M,Not Stated/Unknown,8.0,53.54813559322028,52.78361581920898
597,2011,Tuberculosis (A16-A19),F,Not Stated/Unknown,448.1613445378151,53.54813559322028,52.78361581920898
598,2011,Chronic Lower Respiratory Diseases (J40-J47),F,Asian and Pacific Islander,30.0,5.3,6.6
599,2011,"Assault (Homicide: Y87.1, X85-Y09)",M,Other Race/ Ethnicity,448.1613445378151,53.54813559322028,52.78361581920898
600,2011,Diabetes Mellitus (E10-E14),F,Other Race/ Ethnicity,8.0,53.54813559322028,52.78361581920898
601,2011,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Black Non-Hispanic,135.0,15.8,14.8
602,2011,All Other Causes,F,Hispanic,1025.0,83.7,94.8
603,2011,Human Immunodeficiency Virus Disease (HIV: B20-B24),F,Hispanic,70.0,5.7,5.7
604,2011,Influenza (Flu) and Pneumonia (J09-J18),M,Other Race/ Ethnicity,7.0,53.54813559322028,52.78361581920898
605,2011,Influenza (Flu) and Pneumonia (J09-J18),F,Not Stated/Unknown,8.0,53.54813559322028,52.78361581920898
606,2011,All Other Causes,M,Asian and Pacific Islander,340.0,64.3,85.1
607,2011,Malignant Neoplasms (Cancer: C00-C97),M,Not Stated/Unknown,27.0,53.54813559322028,52.78361581920898
608,2011,"Assault (Homicide: Y87.1, X85-Y09)",F,Not Stated/Unknown,448.1613445378151,53.54813559322028,52.78361581920898
609,2011,Cerebrovascular Disease (Stroke: I60-I69),F,Asian and Pacific Islander,98.0,17.2,20.6
610,2011,Certain Conditions originating in the Perinatal Period (P00-P96),M,Other Race/ Ethnicity,448.1613445378151,53.54813559322028,52.78361581920898
611,2011,All Other Causes,F,Other Race/ Ethnicity,38.0,53.54813559322028,52.78361581920898
612,2011,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Hispanic,145.0,12.6,13.0
613,2011,Cerebrovascular Disease (Stroke: I60-I69),M,Black Non-Hispanic,200.0,23.4,28.1
614,2011,"Chronic Liver Disease and Cirrhosis (K70, K73)",M,Other Race/ Ethnicity,5.0,53.54813559322028,52.78361581920898
615,2011,Cerebrovascular Disease (Stroke: I60-I69),F,White Non-Hispanic,466.0,32.9,17.6
616,2011,Diabetes Mellitus (E10-E14),F,Hispanic,196.0,16.0,18.5
617,2011,All Other Causes,F,White Non-Hispanic,2445.0,172.6,105.4
618,2011,Diabetes Mellitus (E10-E14),M,Asian and Pacific Islander,60.0,11.4,14.3
619,2011,Parkinson's Disease (G20),F,Not Stated/Unknown,448.1613445378151,53.54813559322028,52.78361581920898
620,2011,Influenza (Flu) and Pneumonia (J09-J18),M,Hispanic,209.0,18.1,34.4
621,2011,All Other Causes,M,White Non-Hispanic,2165.0,162.3,139.5
622,2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Not Stated/Unknown,62.0,53.54813559322028,52.78361581920898
623,2011,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Hispanic,180.0,15.6,18.9
624,2011,Malignant Neoplasms (Cancer: C00-C97),M,White Non-Hispanic,3222.0,241.6,206.1
625,2011,Alzheimer's Disease (G30),F,White Non-Hispanic,231.0,16.3,7.2
626,2011,"Essential Hypertension and Renal Diseases (I10, I12)",M,Asian and Pacific Islander,37.0,7.0,10.5
627,2011,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,White Non-Hispanic,177.0,13.3,12.0
628,2011,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,White Non-Hispanic,272.0,20.4,18.1
629,2011,Malignant Neoplasms (Cancer: C00-C97),M,Black Non-Hispanic,1590.0,186.4,224.4
630,2011,"Essential Hypertension and Renal Diseases (I10, I12)",F,White Non-Hispanic,199.0,14.0,6.8
631,2011,Diabetes Mellitus (E10-E14),M,Not Stated/Unknown,7.0,53.54813559322028,52.78361581920898
632,2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Hispanic,1201.0,104.2,180.8
633,2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Not Stated/Unknown,43.0,53.54813559322028,52.78361581920898
634,2011,Chronic Lower Respiratory Diseases (J40-J47),F,Black Non-Hispanic,221.0,21.1,18.6
635,2011,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",F,Asian and Pacific Islander,21.0,3.7,3.7
636,2011,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Asian and Pacific Islander,61.0,11.5,14.8
637,2011,Chronic Lower Respiratory Diseases (J40-J47),F,Not Stated/Unknown,5.0,53.54813559322028,52.78361581920898
638,2011,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,Not Stated/Unknown,448.1613445378151,53.54813559322028,52.78361581920898
639,2011,Malignant Neoplasms (Cancer: C00-C97),M,Hispanic,1144.0,99.2,157.7
640,2011,Influenza (Flu) and Pneumonia (J09-J18),F,Hispanic,218.0,17.8,21.5
641,2011,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,Asian and Pacific Islander,43.0,7.5,8.5
642,2011,Influenza (Flu) and Pneumonia (J09-J18),M,Black Non-Hispanic,243.0,28.5,38.0
643,2011,Chronic Lower Respiratory Diseases (J40-J47),M,Asian and Pacific Islander,73.0,13.8,22.0
644,2011,Influenza (Flu) and Pneumonia (J09-J18),M,White Non-Hispanic,646.0,48.4,39.3
645,2011,Septicemia (A40-A41),F,Not Stated/Unknown,448.1613445378151,53.54813559322028,52.78361581920898
646,2011,"Essential Hypertension and Renal Diseases (I10, I12)",F,Black Non-Hispanic,225.0,21.5,18.7
647,2011,Alzheimer's Disease (G30),F,Black Non-Hispanic,90.0,8.6,7.4
648,2011,"Essential Hypertension and Renal Diseases (I10, I12)",F,Hispanic,83.0,6.8,8.1
649,2011,Influenza (Flu) and Pneumonia (J09-J18),F,Asian and Pacific Islander,83.0,14.5,17.8
650,2011,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Not Stated/Unknown,5.0,53.54813559322028,52.78361581920898
651,2011,Chronic Lower Respiratory Diseases (J40-J47),M,Black Non-Hispanic,200.0,23.4,29.1
652,2011,Malignant Neoplasms (Cancer: C00-C97),F,Asian and Pacific Islander,451.0,79.1,86.1
653,2011,Chronic Lower Respiratory Diseases (J40-J47),M,Hispanic,123.0,10.7,19.2
654,2011,All Other Causes,F,Asian and Pacific Islander,278.0,48.7,57.4
655,2011,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Other Race/ Ethnicity,10.0,53.54813559322028,52.78361581920898
656,2011,Influenza (Flu) and Pneumonia (J09-J18),F,White Non-Hispanic,696.0,49.1,25.4
657,2011,All Other Causes,M,Black Non-Hispanic,1337.0,156.7,181.7
658,2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,White Non-Hispanic,4220.0,316.4,260.2
659,2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Other Race/ Ethnicity,31.0,53.54813559322028,52.78361581920898
660,2011,Diabetes Mellitus (E10-E14),F,Not Stated/Unknown,6.0,53.54813559322028,52.78361581920898
661,2011,Malignant Neoplasms (Cancer: C00-C97),M,Other Race/ Ethnicity,36.0,53.54813559322028,52.78361581920898
662,2011,Cerebrovascular Disease (Stroke: I60-I69),M,Asian and Pacific Islander,79.0,15.0,18.5
663,2011,All Other Causes,F,Not Stated/Unknown,14.0,53.54813559322028,52.78361581920898
664,2011,"Assault (Homicide: Y87.1, X85-Y09)",M,Black Non-Hispanic,266.0,31.2,31.5
665,2011,Cerebrovascular Disease (Stroke: I60-I69),F,Hispanic,179.0,14.6,17.3
666,2011,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,Asian and Pacific Islander,49.0,9.3,9.4
667,2011,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,Other Race/ Ethnicity,5.0,53.54813559322028,52.78361581920898
668,2011,Cerebrovascular Disease (Stroke: I60-I69),M,White Non-Hispanic,290.0,21.7,18.2
669,2011,Chronic Lower Respiratory Diseases (J40-J47),M,Other Race/ Ethnicity,448.1613445378151,53.54813559322028,52.78361581920898
670,2011,Cerebrovascular Disease (Stroke: I60-I69),F,Other Race/ Ethnicity,5.0,53.54813559322028,52.78361581920898
671,2011,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,White Non-Hispanic,5016.0,354.1,179.8
672,2011,Cerebrovascular Disease (Stroke: I60-I69),F,Not Stated/Unknown,448.1613445378151,53.54813559322028,52.78361581920898
673,2011,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,Other Race/ Ethnicity,448.1613445378151,53.54813559322028,52.78361581920898
674,2011,All Other Causes,F,Black Non-Hispanic,1473.0,140.7,128.8
675,2011,Certain Conditions originating in the Perinatal Period (P00-P96),F,Not Stated/Unknown,14.0,53.54813559322028,52.78361581920898
676,2011,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",F,Other Race/ Ethnicity,448.1613445378151,53.54813559322028,52.78361581920898
677,2011,Malignant Neoplasms (Cancer: C00-C97),F,Hispanic,1085.0,88.6,99.6
678,2011,Diabetes Mellitus (E10-E14),F,Asian and Pacific Islander,51.0,8.9,10.7
679,2011,Human Immunodeficiency Virus Disease (HIV: B20-B24),F,Not Stated/Unknown,448.1613445378151,53.54813559322028,52.78361581920898
680,2011,Malignant Neoplasms (Cancer: C00-C97),F,Other Race/ Ethnicity,33.0,53.54813559322028,52.78361581920898
681,2011,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Not Stated/Unknown,448.1613445378151,53.54813559322028,52.78361581920898
682,2011,Alzheimer's Disease (G30),F,Other Race/ Ethnicity,448.1613445378151,53.54813559322028,52.78361581920898
683,2011,Diabetes Mellitus (E10-E14),M,Other Race/ Ethnicity,14.0,53.54813559322028,52.78361581920898
684,2011,Chronic Lower Respiratory Diseases (J40-J47),F,Hispanic,156.0,12.7,15.0
685,2011,Chronic Lower Respiratory Diseases (J40-J47),M,Not Stated/Unknown,448.1613445378151,53.54813559322028,52.78361581920898
686,2011,"Essential Hypertension and Renal Diseases (I10, I12)",M,White Non-Hispanic,142.0,10.6,8.8
687,2011,"Chronic Liver Disease and Cirrhosis (K70, K73)",M,Hispanic,167.0,14.5,18.8
688,2011,Diabetes Mellitus (E10-E14),F,Black Non-Hispanic,410.0,39.2,34.7
689,2011,Human Immunodeficiency Virus Disease (HIV: B20-B24),M,Not Stated/Unknown,10.0,53.54813559322028,52.78361581920898
690,2011,Malignant Neoplasms (Cancer: C00-C97),F,Not Stated/Unknown,11.0,53.54813559322028,52.78361581920898
691,2012,"Essential Hypertension and Renal Diseases (I10, I12)",F,Black Non-Hispanic,214.0,20.5,17.4
692,2012,Influenza (Flu) and Pneumonia (J09-J18),M,Black Non-Hispanic,242.0,28.3,37.4
693,2012,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Asian and Pacific Islander,469.0,86.8,116.9
694,2012,Chronic Lower Respiratory Diseases (J40-J47),M,Not Stated/Unknown,11.0,53.54813559322028,52.78361581920898
695,2012,Influenza (Flu) and Pneumonia (J09-J18),F,Other Race/ Ethnicity,6.0,53.54813559322028,52.78361581920898
696,2012,Septicemia (A40-A41),M,Other Race/ Ethnicity,6.0,53.54813559322028,52.78361581920898
697,2012,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Not Stated/Unknown,11.0,53.54813559322028,52.78361581920898
698,2012,Chronic Lower Respiratory Diseases (J40-J47),F,Hispanic,158.0,12.8,14.6
699,2012,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,White Non-Hispanic,4719.0,332.7,167.7
700,2012,Diabetes Mellitus (E10-E14),M,Hispanic,194.0,16.6,26.1
701,2012,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,Hispanic,60.0,4.8,5.2
702,2012,Malignant Neoplasms (Cancer: C00-C97),M,Black Non-Hispanic,1563.0,182.7,215.3
703,2012,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Hispanic,1263.0,102.0,118.4
704,2012,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Hispanic,1251.0,107.1,182.5
705,2012,Alzheimer's Disease (G30),F,White Non-Hispanic,222.0,15.7,7.2
706,2012,Alzheimer's Disease (G30),F,Black Non-Hispanic,115.0,11.0,8.9
707,2012,"Assault (Homicide: Y87.1, X85-Y09)",M,Black Non-Hispanic,235.0,27.5,27.6
708,2012,Cerebrovascular Disease (Stroke: I60-I69),F,Hispanic,169.0,13.6,15.7
709,2012,Influenza (Flu) and Pneumonia (J09-J18),F,Black Non-Hispanic,295.0,28.2,24.1
710,2012,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",F,Asian and Pacific Islander,22.0,3.8,4.3
711,2012,All Other Causes,M,Hispanic,1199.0,102.6,150.5
712,2012,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,Other Race/ Ethnicity,448.1613445378151,53.54813559322028,52.78361581920898
713,2012,Malignant Neoplasms (Cancer: C00-C97),F,Not Stated/Unknown,36.0,53.54813559322028,52.78361581920898
714,2012,Chronic Lower Respiratory Diseases (J40-J47),F,White Non-Hispanic,507.0,35.7,21.4
715,2012,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,White Non-Hispanic,199.0,14.9,13.6
716,2012,Diabetes Mellitus (E10-E14),F,Asian and Pacific Islander,57.0,9.8,11.4
717,2012,"Congenital Malformations, Deformations, and Chromosomal Abnormalities (Q00-Q99)",F,Not Stated/Unknown,8.0,53.54813559322028,52.78361581920898
718,2012,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Other Race/ Ethnicity,39.0,53.54813559322028,52.78361581920898
